"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","associate's degree","free/reduced","none","68","80","85"
"female","group E","associate's degree","free/reduced","none","68","88","77"
"female","group D","some college","free/reduced","completed","42","58","58"
"male","group E","high school","standard","none","67","61","60"
"female","group D","high school","standard","none","72","77","79"
"female","group E","some high school","free/reduced","none","64","66","68"
"female","group E","high school","standard","none","69","76","77"
"female","group B","some college","free/reduced","none","66","78","81"
"male","group B","high school","standard","completed","88","84","79"
"male","group C","master's degree","standard","none","68","60","61"
"male","group E","master's degree","standard","none","95","91","84"
"male","group D","associate's degree","free/reduced","none","60","62","58"
"female","group C","some college","standard","none","53","62","64"
"female","group D","some college","standard","completed","75","82","88"
"female","group B","some college","standard","completed","57","69","75"
"male","group D","some college","standard","none","89","80","82"
"female","group A","some college","free/reduced","none","43","54","56"
"male","group D","bachelor's degree","standard","completed","66","62","61"
"female","group D","high school","standard","none","61","60","59"
"male","group B","associate's degree","standard","none","92","92","87"
"male","group B","high school","standard","completed","56","53","57"
"female","group C","high school","standard","none","42","64","57"
"male","group C","some high school","free/reduced","none","42","40","37"
"male","group D","high school","standard","completed","72","62","66"
"male","group D","master's degree","standard","completed","100","88","89"
"female","group C","high school","free/reduced","none","30","48","45"
"female","group D","some college","standard","none","46","46","40"
"female","group D","some college","free/reduced","completed","56","63","67"
"male","group C","associate's degree","standard","none","76","81","79"
"female","group D","some college","free/reduced","none","40","46","49"
"male","group C","master's degree","standard","completed","80","77","75"
"female","group E","bachelor's degree","standard","none","66","64","61"
"female","group C","associate's degree","free/reduced","completed","68","84","85"
"female","group D","bachelor's degree","standard","none","99","100","100"
"male","group E","high school","standard","none","65","54","51"
"male","group E","some high school","standard","none","55","53","43"
"male","group C","some high school","free/reduced","none","70","73","64"
"female","group B","some high school","free/reduced","none","57","65","70"
"female","group D","associate's degree","standard","none","69","78","81"
"female","group E","some high school","standard","completed","81","88","87"
"male","group C","some high school","standard","completed","61","61","56"
"male","group E","master's degree","free/reduced","none","67","53","56"
"female","group B","high school","free/reduced","none","40","50","50"
"male","group D","high school","free/reduced","none","73","68","65"
"male","group C","associate's degree","free/reduced","completed","71","62","63"
"female","group C","high school","standard","completed","66","79","79"
"male","group C","some college","free/reduced","none","42","46","45"
"male","group B","high school","standard","completed","70","78","73"
"female","group D","bachelor's degree","standard","completed","56","70","76"
"female","group C","associate's degree","standard","completed","65","76","80"
"female","group B","associate's degree","standard","completed","91","100","100"
"male","group D","some college","standard","none","97","84","84"
"male","group C","some high school","standard","none","74","68","63"
"female","group C","high school","standard","none","57","61","61"
"male","group B","some high school","standard","none","78","76","69"
"male","group B","some high school","free/reduced","completed","48","55","54"
"female","group A","master's degree","standard","none","75","87","83"
"male","group D","high school","standard","completed","64","68","69"
"female","group C","some college","free/reduced","completed","59","72","74"
"female","group E","bachelor's degree","free/reduced","completed","79","91","96"
"male","group D","associate's degree","free/reduced","completed","70","68","73"
"male","group D","high school","free/reduced","none","42","35","37"
"female","group D","some high school","standard","completed","49","61","59"
"male","group D","some high school","free/reduced","none","61","59","59"
"male","group E","high school","standard","completed","100","100","95"
"male","group D","associate's degree","standard","completed","78","73","82"
"female","group B","some high school","free/reduced","none","71","76","78"
"female","group B","high school","standard","none","44","51","55"
"male","group C","some college","standard","none","77","78","75"
"male","group E","some college","free/reduced","none","93","80","78"
"male","group E","bachelor's degree","standard","none","70","64","58"
"female","group C","associate's degree","standard","none","87","93","94"
"female","group C","some high school","standard","none","52","63","63"
"female","group A","bachelor's degree","standard","none","71","84","80"
"female","group A","some college","standard","completed","43","56","57"
"female","group C","master's degree","standard","none","77","69","75"
"male","group C","associate's degree","standard","none","70","73","65"
"male","group C","associate's degree","standard","none","54","54","41"
"male","group D","high school","standard","completed","80","70","72"
"male","group D","master's degree","standard","none","53","47","54"
"male","group C","some college","standard","completed","90","82","83"
"female","group C","some high school","free/reduced","none","48","55","53"
"male","group E","some high school","standard","none","87","80","71"
"female","group D","associate's degree","free/reduced","none","73","77","76"
"female","group C","some college","standard","none","87","95","89"
"female","group D","some college","standard","completed","80","100","95"
"female","group B","some high school","standard","none","64","65","64"
"male","group B","high school","standard","none","47","42","38"
"male","group C","some college","free/reduced","none","67","66","62"
"female","group D","some college","standard","none","80","90","89"
"male","group B","some high school","standard","none","49","41","41"
"female","group B","high school","standard","none","78","86","89"
"female","group B","some college","free/reduced","none","55","76","73"
"male","group D","some college","standard","none","48","48","50"
"male","group D","high school","standard","completed","56","60","66"
"male","group C","master's degree","free/reduced","completed","73","85","82"
"male","group B","high school","free/reduced","none","56","58","51"
"female","group B","high school","standard","none","69","77","68"
"male","group D","associate's degree","standard","none","81","76","70"
"female","group C","high school","free/reduced","none","45","63","63"
"female","group A","some high school","free/reduced","none","53","59","53"
"female","group D","bachelor's degree","standard","none","74","89","92"
"female","group D","some college","standard","completed","83","86","94"
"female","group D","high school","standard","completed","70","79","77"
"female","group B","some high school","standard","none","70","77","71"
"male","group D","associate's degree","standard","completed","83","78","81"
"male","group C","associate's degree","standard","none","85","80","77"
"male","group B","bachelor's degree","free/reduced","completed","76","75","76"
"female","group D","bachelor's degree","standard","none","89","95","92"
"female","group B","some college","free/reduced","none","51","71","65"
"male","group B","some high school","standard","none","78","71","70"
"female","group E","some high school","standard","none","61","68","70"
"male","group D","high school","standard","none","87","90","83"
"female","group C","some college","free/reduced","none","47","66","55"
"male","group C","bachelor's degree","free/reduced","completed","64","58","56"
"female","group A","high school","free/reduced","completed","38","62","62"
"female","group D","some college","standard","completed","76","83","87"
"female","group C","high school","free/reduced","completed","40","57","55"
"female","group A","high school","standard","completed","77","85","84"
"male","group C","high school","standard","none","56","50","49"
"male","group B","associate's degree","standard","none","97","89","86"
"female","group C","some high school","free/reduced","none","59","68","66"
"female","group C","some college","free/reduced","none","15","39","38"
"male","group D","associate's degree","free/reduced","none","84","83","80"
"male","group E","bachelor's degree","standard","completed","86","89","87"
"female","group E","high school","standard","completed","91","88","88"
"female","group B","master's degree","free/reduced","none","55","53","54"
"male","group B","some college","free/reduced","none","64","62","64"
"male","group D","associate's degree","standard","none","100","89","88"
"female","group E","high school","free/reduced","completed","80","80","82"
"female","group E","high school","free/reduced","completed","59","74","67"
"male","group C","master's degree","standard","none","87","89","81"
"male","group E","some high school","standard","none","79","70","66"
"female","group B","high school","free/reduced","completed","69","75","83"
"male","group D","some college","standard","none","75","63","65"
"female","group A","high school","standard","completed","55","64","73"
"male","group E","some college","standard","completed","100","96","100"
"male","group C","some high school","standard","none","63","62","61"
"female","group B","associate's degree","standard","completed","75","81","83"
"female","group B","some college","standard","none","61","70","67"
"female","group D","some high school","free/reduced","completed","74","87","87"
"female","group D","some high school","standard","completed","82","92","91"
"male","group E","bachelor's degree","standard","completed","100","98","94"
"female","group C","high school","standard","none","60","70","69"
"male","group D","bachelor's degree","standard","completed","88","78","79"
"female","group C","associate's degree","standard","completed","94","98","100"
"male","group A","associate's degree","standard","none","48","46","44"
"male","group C","associate's degree","standard","none","65","56","58"
"female","group C","bachelor's degree","standard","completed","78","92","90"
"female","group A","high school","standard","completed","51","64","64"
"female","group B","some high school","free/reduced","completed","51","70","71"
"female","group E","bachelor's degree","free/reduced","none","54","60","65"
"male","group D","some college","standard","completed","85","85","83"
"male","group E","master's degree","free/reduced","none","59","59","55"
"male","group D","high school","standard","none","65","62","56"
"female","group B","bachelor's degree","standard","completed","76","81","93"
"female","group C","some college","standard","completed","70","83","76"
"male","group C","master's degree","free/reduced","none","72","70","68"
"male","group D","master's degree","free/reduced","none","76","82","76"
"male","group D","bachelor's degree","free/reduced","none","41","40","41"
"male","group D","some college","free/reduced","none","77","81","72"
"male","group B","some high school","free/reduced","completed","60","67","62"
"male","group C","associate's degree","standard","none","84","78","72"
"female","group B","high school","standard","none","74","80","75"
"male","group C","some college","standard","none","86","82","79"
"male","group B","some college","standard","none","67","65","61"
"female","group D","some high school","standard","none","84","84","88"
"male","group D","some college","standard","none","73","65","64"
"female","group D","high school","standard","none","51","61","63"
"female","group C","some college","free/reduced","none","62","74","72"
"female","group D","some high school","standard","completed","58","68","75"
"male","group D","master's degree","standard","none","87","88","91"
"female","group C","master's degree","free/reduced","completed","58","74","77"
"male","group E","high school","standard","none","67","59","52"
"female","group B","some college","standard","none","84","83","82"
"female","group B","master's degree","standard","completed","83","100","100"
"male","group C","some high school","free/reduced","none","58","48","44"
"male","group D","master's degree","free/reduced","completed","69","68","70"
"male","group C","some high school","free/reduced","none","40","38","37"
"female","group D","bachelor's degree","standard","none","74","83","82"
"female","group E","bachelor's degree","standard","none","72","71","69"
"female","group B","bachelor's degree","standard","completed","62","69","69"
"male","group E","some college","standard","none","81","74","69"
"male","group A","some college","standard","none","59","53","46"
"female","group B","high school","free/reduced","none","20","33","31"
"male","group B","some college","standard","none","68","64","56"
"female","group A","master's degree","standard","none","89","94","96"
"male","group C","some college","standard","completed","69","64","59"
"female","group E","bachelor's degree","standard","completed","100","100","100"
"female","group B","high school","standard","none","70","77","71"
"female","group C","master's degree","free/reduced","none","78","91","89"
"male","group E","some college","free/reduced","none","67","61","61"
"male","group D","some college","free/reduced","none","61","57","53"
"female","group E","high school","standard","none","98","94","93"
"female","group E","associate's degree","free/reduced","none","50","59","55"
"male","group D","associate's degree","standard","none","81","74","74"
"male","group E","high school","free/reduced","none","80","71","72"
"male","group B","some college","standard","none","59","50","48"
"female","group D","some high school","free/reduced","completed","47","55","57"
"male","group C","master's degree","standard","completed","95","84","88"
"female","group B","some college","standard","none","61","67","65"
"male","group C","some college","free/reduced","none","56","56","51"
"female","group C","associate's degree","standard","completed","73","78","77"
"male","group E","high school","free/reduced","none","68","61","59"
"male","group C","bachelor's degree","standard","none","91","79","77"
"female","group E","associate's degree","standard","none","71","78","71"
"female","group E","master's degree","standard","none","83","84","82"
"female","group C","some college","standard","none","64","67","71"
"female","group A","high school","standard","none","66","73","65"
"male","group D","associate's degree","free/reduced","none","75","77","76"
"male","group D","high school","standard","none","83","76","70"
"male","group D","high school","standard","none","54","47","46"
"female","group C","bachelor's degree","standard","completed","71","86","82"
"male","group C","master's degree","free/reduced","none","62","50","56"
"female","group C","some high school","standard","none","73","81","79"
"male","group E","bachelor's degree","standard","none","68","74","67"
"female","group B","some college","standard","completed","76","93","82"
"female","group B","some college","standard","none","69","78","76"
"male","group E","some college","standard","none","76","72","63"
"male","group C","some high school","standard","none","63","53","51"
"female","group E","associate's degree","standard","none","81","96","95"
"male","group E","associate's degree","free/reduced","none","89","77","79"
"male","group B","some college","standard","none","90","89","79"
"female","group C","some college","free/reduced","completed","26","50","57"
"female","group D","master's degree","free/reduced","completed","53","57","62"
"female","group C","master's degree","standard","none","64","66","73"
"male","group C","bachelor's degree","free/reduced","completed","93","88","86"
"male","group B","high school","standard","none","82","76","78"
"male","group C","some high school","standard","completed","53","52","51"
"female","group E","associate's degree","standard","none","90","94","93"
"female","group D","master's degree","standard","none","54","58","62"
"female","group C","associate's degree","standard","none","57","73","70"
"male","group B","some high school","free/reduced","none","25","37","18"
"female","group D","associate's degree","free/reduced","none","35","40","36"
"female","group C","associate's degree","standard","none","81","94","90"
"female","group D","high school","standard","none","54","61","66"
"male","group B","some high school","standard","none","90","81","75"
"female","group D","high school","standard","none","69","84","81"
"female","group C","associate's degree","standard","none","79","82","80"
"female","group C","high school","standard","none","51","61","56"
"male","group D","associate's degree","standard","none","84","72","68"
"female","group C","associate's degree","standard","completed","72","72","74"
"female","group D","some college","free/reduced","completed","53","71","67"
"male","group C","associate's degree","free/reduced","none","47","61","57"
"female","group C","bachelor's degree","standard","completed","68","75","79"
"male","group A","high school","standard","none","85","77","70"
"male","group D","associate's degree","free/reduced","none","66","72","70"
"female","group B","master's degree","standard","none","78","76","81"
"female","group C","bachelor's degree","standard","completed","74","84","84"
"female","group A","high school","free/reduced","none","65","86","78"
"female","group C","some college","standard","completed","47","51","55"
"male","group B","associate's degree","standard","completed","61","60","61"
"male","group B","some high school","standard","completed","62","59","53"
"male","group D","bachelor's degree","standard","completed","85","80","87"
"male","group C","bachelor's degree","free/reduced","none","53","48","49"
"male","group C","some high school","standard","none","77","81","69"
"female","group B","high school","free/reduced","none","68","91","86"
"male","group B","high school","standard","completed","77","87","80"
"female","group E","some high school","standard","none","54","62","57"
"male","group B","some high school","standard","completed","81","66","69"
"male","group C","some college","standard","none","81","80","81"
"female","group D","associate's degree","standard","none","83","95","97"
"female","group E","some college","free/reduced","none","57","77","72"
"female","group B","some high school","free/reduced","none","61","62","60"
"female","group C","master's degree","free/reduced","completed","60","82","85"
"male","group E","master's degree","standard","completed","100","93","93"
"female","group B","associate's degree","standard","completed","83","100","98"
"male","group B","associate's degree","free/reduced","none","50","60","56"
"male","group E","master's degree","free/reduced","none","48","39","40"
"female","group D","some college","standard","completed","84","82","81"
"female","group E","associate's degree","standard","none","86","82","79"
"female","group D","associate's degree","standard","none","65","70","73"
"male","group C","master's degree","standard","completed","63","60","63"
"male","group B","bachelor's degree","standard","completed","90","91","91"
"female","group C","some college","standard","none","53","59","63"
"male","group B","some high school","standard","completed","78","76","76"
"female","group C","bachelor's degree","standard","completed","98","100","100"
"female","group E","some high school","standard","none","87","92","87"
"female","group C","bachelor's degree","standard","none","48","56","59"
"male","group B","high school","free/reduced","completed","70","72","66"
"female","group D","high school","standard","completed","78","93","94"
"female","group D","some college","standard","completed","86","96","99"
"female","group E","master's degree","free/reduced","none","82","91","88"
"female","group D","some college","standard","none","57","57","62"
"male","group C","master's degree","free/reduced","none","53","47","49"
"male","group D","some college","standard","none","64","60","59"
"male","group D","associate's degree","free/reduced","completed","45","52","52"
"male","group C","some high school","free/reduced","completed","36","40","35"
"female","group C","associate's degree","standard","none","69","80","82"
"female","group C","some high school","standard","none","59","64","63"
"female","group C","associate's degree","standard","none","81","83","74"
"male","group B","bachelor's degree","free/reduced","completed","83","86","84"
"male","group C","some college","free/reduced","completed","62","67","64"
"female","group A","associate's degree","free/reduced","none","64","75","73"
"male","group B","master's degree","standard","none","72","63","62"
"male","group E","high school","standard","none","72","63","62"
"male","group D","master's degree","standard","none","60","53","53"
"male","group C","bachelor's degree","free/reduced","completed","86","76","75"
"female","group C","some college","standard","none","75","77","76"
"male","group E","associate's degree","free/reduced","none","89","85","81"
"male","group D","associate's degree","standard","completed","62","60","57"
"female","group C","some high school","standard","completed","70","78","77"
"female","group E","some college","standard","none","75","75","74"
"male","group C","high school","free/reduced","none","64","62","56"
"female","group C","some college","free/reduced","completed","52","57","61"
"female","group B","master's degree","standard","completed","78","73","82"
"male","group D","some high school","standard","none","59","55","49"
"female","group B","some college","free/reduced","none","54","69","65"
"female","group C","some college","free/reduced","completed","63","74","80"
"female","group D","associate's degree","free/reduced","none","69","77","78"
"male","group E","some college","standard","completed","83","81","80"
"female","group B","some college","free/reduced","completed","58","75","76"
"male","group D","bachelor's degree","standard","completed","83","74","84"
"female","group B","high school","free/reduced","none","30","47","39"
"female","group C","some high school","standard","none","60","64","66"
"female","group D","bachelor's degree","standard","none","65","84","80"
"female","group C","associate's degree","free/reduced","none","56","71","67"
"female","group B","associate's degree","standard","completed","71","81","79"
"female","group D","high school","standard","completed","83","99","100"
"female","group A","bachelor's degree","standard","completed","90","100","100"
"male","group C","some college","standard","completed","83","82","85"
"male","group B","some college","standard","completed","72","79","76"
"female","group D","master's degree","free/reduced","none","53","60","67"
"male","group D","master's degree","free/reduced","none","71","73","72"
"male","group C","some high school","standard","none","59","64","56"
"female","group E","associate's degree","standard","none","93","95","88"
"male","group E","associate's degree","free/reduced","completed","80","70","71"
"male","group A","some college","standard","completed","90","85","89"
"male","group D","high school","standard","none","71","64","60"
"female","group B","master's degree","standard","none","61","78","78"
"female","group C","high school","standard","none","83","97","91"
"female","group E","high school","standard","none","66","64","59"
"female","group C","high school","free/reduced","none","60","65","61"
"male","group E","associate's degree","standard","none","100","97","94"
"male","group C","master's degree","standard","completed","75","70","72"
"male","group D","associate's degree","standard","completed","81","82","82"
"female","group E","some high school","standard","none","83","81","82"
"female","group E","associate's degree","standard","none","94","94","92"
"male","group A","some high school","standard","none","50","41","36"
"female","group D","some college","standard","completed","82","90","92"
"male","group C","bachelor's degree","free/reduced","none","65","64","67"
"female","group C","associate's degree","standard","completed","68","84","89"
"female","group C","some college","standard","none","61","64","66"
"female","group A","associate's degree","free/reduced","completed","54","66","69"
"female","group B","some college","free/reduced","none","58","71","68"
"male","group C","some college","standard","completed","74","80","76"
"female","group A","bachelor's degree","standard","none","82","87","82"
"male","group C","master's degree","free/reduced","completed","69","74","77"
"male","group C","some high school","standard","completed","51","48","50"
"male","group C","associate's degree","standard","none","83","78","75"
"female","group C","associate's degree","standard","none","62","73","72"
"female","group A","high school","standard","completed","67","84","82"
"female","group C","some college","standard","completed","69","76","80"
"male","group B","associate's degree","standard","none","55","45","42"
"male","group A","some college","standard","none","51","58","50"
"female","group E","associate's degree","standard","completed","80","85","77"
"male","group C","some high school","free/reduced","none","56","43","46"
"female","group E","some college","standard","none","71","69","65"
"male","group D","associate's degree","free/reduced","none","85","85","80"
"female","group B","high school","standard","none","81","95","88"
"male","group C","master's degree","standard","none","61","58","53"
"female","group D","high school","free/reduced","none","39","46","44"
"male","group A","high school","free/reduced","none","62","65","55"
"male","group D","master's degree","standard","completed","64","65","66"
"female","group C","some high school","free/reduced","none","47","61","65"
"female","group B","high school","standard","none","66","71","67"
"male","group C","some college","standard","none","80","63","66"
"female","group D","associate's degree","standard","none","60","67","64"
"female","group C","high school","standard","none","54","62","59"
"female","group A","associate's degree","free/reduced","none","61","59","70"
"female","group B","some college","free/reduced","none","31","51","39"
"female","group D","some high school","free/reduced","none","47","59","61"
"female","group D","master's degree","free/reduced","none","70","80","76"
"male","group E","some high school","free/reduced","none","75","65","63"
"male","group D","some college","standard","completed","85","80","82"
"female","group D","some high school","free/reduced","completed","75","91","92"
"male","group C","master's degree","free/reduced","completed","52","52","58"
"male","group E","bachelor's degree","free/reduced","completed","69","65","71"
"male","group C","some high school","standard","none","69","71","62"
"female","group C","some high school","standard","none","46","59","56"
"female","group A","high school","standard","completed","76","77","79"
"male","group B","some college","free/reduced","completed","58","56","50"
"female","group D","some high school","standard","completed","64","80","76"
"female","group E","associate's degree","standard","completed","68","82","83"
"female","group C","master's degree","free/reduced","none","64","71","70"
"female","group E","associate's degree","standard","completed","76","75","74"
"female","group D","some college","standard","none","55","71","71"
"male","group E","some high school","standard","none","64","57","51"
"female","group E","master's degree","standard","none","100","100","100"
"male","group D","master's degree","standard","none","58","57","61"
"female","group D","some high school","free/reduced","none","52","77","75"
"female","group D","associate's degree","standard","none","80","79","91"
"female","group E","some high school","free/reduced","none","74","76","76"
"male","group C","some college","free/reduced","none","47","48","45"
"female","group E","some high school","free/reduced","completed","55","62","62"
"male","group D","some high school","standard","completed","91","87","89"
"female","group E","bachelor's degree","free/reduced","completed","70","85","84"
"female","group C","some college","standard","none","66","78","79"
"female","group C","bachelor's degree","free/reduced","none","64","70","74"
"male","group E","associate's degree","free/reduced","completed","66","60","60"
"male","group C","some college","standard","none","69","58","61"
"female","group E","some college","standard","none","82","89","86"
"male","group B","high school","free/reduced","none","70","66","63"
"female","group B","associate's degree","standard","completed","80","90","90"
"male","group E","bachelor's degree","free/reduced","none","75","73","63"
"female","group E","associate's degree","free/reduced","none","67","81","74"
"female","group B","some college","standard","completed","48","59","63"
"female","group B","some college","standard","none","65","75","70"
"male","group D","high school","standard","none","57","56","57"
"female","group C","some college","standard","completed","85","100","100"
"female","group C","high school","free/reduced","none","32","50","41"
"female","group D","some college","standard","none","53","63","69"
"male","group E","associate's degree","standard","completed","90","72","79"
"female","group C","some college","standard","none","61","67","64"
"female","group C","bachelor's degree","standard","none","90","92","95"
"male","group C","some college","free/reduced","completed","74","76","73"
"female","group A","some high school","standard","none","53","59","62"
"male","group E","some high school","standard","none","72","78","70"
"female","group C","associate's degree","free/reduced","none","25","28","36"
"female","group D","some high school","standard","none","57","66","67"
"male","group D","high school","free/reduced","completed","53","48","46"
"male","group C","some college","standard","none","70","65","60"
"female","group C","associate's degree","free/reduced","completed","51","63","67"
"female","group D","some high school","free/reduced","completed","62","77","75"
"female","group E","some college","free/reduced","none","66","74","70"
"male","group C","master's degree","standard","none","69","67","60"
"female","group B","some college","standard","completed","85","86","89"
"female","group C","associate's degree","free/reduced","none","64","84","76"
"male","group E","associate's degree","standard","none","77","66","62"
"male","group D","high school","standard","none","80","72","67"
"female","group B","some high school","standard","completed","82","87","87"
"female","group E","some high school","standard","completed","69","74","82"
"female","group C","master's degree","standard","completed","73","74","81"
"female","group C","master's degree","standard","completed","96","100","100"
"male","group B","some college","standard","completed","80","77","78"
"male","group D","high school","free/reduced","none","69","72","71"
"female","group E","some high school","standard","completed","68","62","67"
"male","group E","some college","standard","completed","100","93","89"
"female","group C","some high school","standard","none","63","72","72"
"female","group A","associate's degree","standard","none","85","94","94"
"female","group C","some high school","standard","completed","62","79","76"
"male","group D","some college","free/reduced","completed","79","87","91"
"male","group D","high school","standard","none","89","82","86"
"male","group D","bachelor's degree","free/reduced","none","52","46","47"
"female","group E","high school","standard","completed","82","83","88"
"female","group D","master's degree","standard","none","86","81","87"
"female","group C","bachelor's degree","free/reduced","none","78","76","74"
"female","group A","master's degree","standard","none","66","71","73"
"female","group B","some high school","free/reduced","none","58","71","60"
"female","group B","some college","free/reduced","none","20","33","35"
"female","group D","associate's degree","free/reduced","completed","44","54","57"
"female","group C","bachelor's degree","standard","none","55","62","68"
"male","group A","some high school","standard","none","56","62","59"
"female","group B","associate's degree","standard","none","63","69","75"
"male","group E","some high school","free/reduced","none","75","75","70"
"female","group A","some college","standard","completed","76","82","85"
"male","group C","associate's degree","standard","none","87","89","85"
"female","group D","some college","standard","none","82","86","88"
"male","group D","associate's degree","free/reduced","completed","69","81","83"
"male","group D","associate's degree","free/reduced","none","36","44","40"
"male","group D","some high school","free/reduced","none","55","60","52"
"male","group C","bachelor's degree","free/reduced","completed","80","80","82"
"female","group C","bachelor's degree","free/reduced","none","68","70","68"
"male","group C","some high school","free/reduced","none","74","76","72"
"female","group D","bachelor's degree","free/reduced","completed","56","73","74"
"female","group E","some college","standard","none","83","73","77"
"male","group C","high school","free/reduced","none","69","62","63"
"male","group B","associate's degree","standard","completed","51","60","54"
"female","group B","high school","standard","none","62","67","63"
"female","group D","some college","free/reduced","none","66","86","80"
"female","group C","high school","standard","none","83","99","91"
"female","group B","master's degree","standard","none","74","94","89"
"male","group C","associate's degree","standard","none","84","90","85"
"male","group D","some high school","standard","none","57","58","56"
"female","group B","associate's degree","free/reduced","none","50","64","65"
"male","group B","master's degree","standard","completed","69","69","67"
"male","group E","some high school","free/reduced","none","84","78","75"
"male","group C","high school","free/reduced","none","32","25","27"
"female","group B","high school","free/reduced","none","43","54","54"
"female","group B","some college","standard","none","46","50","49"
"male","group B","some high school","standard","none","60","50","41"
"male","group A","some college","standard","none","60","51","47"
"male","group C","some high school","standard","none","38","43","37"
"female","group D","some college","free/reduced","none","57","68","64"
"female","group B","some high school","standard","completed","81","100","100"
"male","group A","some high school","standard","none","79","75","73"
"male","group C","some college","free/reduced","none","75","70","65"
"male","group D","bachelor's degree","standard","none","78","66","62"
"male","group E","associate's degree","free/reduced","none","56","53","49"
"male","group B","master's degree","standard","none","73","70","61"
"male","group E","associate's degree","standard","none","100","96","89"
"female","group C","some college","free/reduced","none","58","59","57"
"male","group C","bachelor's degree","standard","none","94","96","96"
"male","group C","some college","standard","none","54","51","52"
"male","group D","some high school","standard","none","61","66","56"
"female","group D","high school","standard","completed","44","57","54"
"female","group D","bachelor's degree","standard","completed","63","74","74"
"male","group C","some high school","free/reduced","completed","65","64","63"
"female","group E","associate's degree","standard","completed","62","71","68"
"male","group C","high school","standard","completed","74","69","71"
"female","group A","associate's degree","standard","completed","84","90","95"
"female","group D","high school","standard","none","75","86","88"
"female","group B","some high school","free/reduced","none","64","69","71"
"male","group B","some high school","standard","none","63","59","54"
"male","group D","high school","standard","none","48","42","40"
"female","group C","high school","free/reduced","none","46","57","55"
"female","group A","master's degree","free/reduced","completed","70","74","77"
"male","group C","some college","standard","none","70","62","61"
"female","group E","master's degree","standard","completed","88","95","97"
"male","group D","bachelor's degree","standard","none","75","81","82"
"male","group D","bachelor's degree","standard","none","80","75","73"
"male","group C","associate's degree","free/reduced","none","60","58","53"
"female","group A","some college","standard","completed","48","60","61"
"female","group C","some high school","free/reduced","none","41","57","45"
"female","group E","bachelor's degree","free/reduced","none","76","77","75"
"female","group D","some college","free/reduced","completed","70","83","90"
"female","group E","associate's degree","free/reduced","completed","97","100","100"
"male","group E","bachelor's degree","standard","none","80","62","65"
"male","group B","some college","standard","completed","81","79","76"
"female","group E","bachelor's degree","free/reduced","none","88","89","84"
"female","group E","high school","standard","completed","48","56","59"
"male","group B","associate's degree","standard","none","79","63","65"
"male","group A","bachelor's degree","standard","completed","95","95","99"
"male","group C","bachelor's degree","standard","none","78","82","73"
"male","group D","associate's degree","standard","none","70","61","56"
"female","group C","some college","free/reduced","none","49","62","60"
"female","group C","some college","standard","none","54","54","52"
"female","group C","some high school","standard","none","72","84","81"
"male","group E","some high school","standard","completed","97","84","88"
"male","group B","some high school","standard","none","51","56","52"
"female","group E","some high school","standard","none","56","68","60"
"male","group D","some college","free/reduced","none","49","49","53"
"female","group D","some high school","standard","none","83","88","90"
"female","group E","some college","standard","none","89","93","89"
"male","group D","associate's degree","standard","none","65","60","59"
"female","group D","some college","free/reduced","none","49","61","66"
"female","group C","bachelor's degree","standard","none","66","71","73"
"male","group D","some high school","free/reduced","none","78","74","69"
"male","group C","associate's degree","standard","none","98","93","86"
"female","group E","some high school","standard","none","73","70","75"
"female","group C","some college","standard","none","63","69","68"
"female","group B","some college","standard","none","52","59","66"
"male","group A","some high school","standard","completed","72","80","75"
"female","group D","bachelor's degree","standard","none","72","86","82"
"female","group A","some high school","free/reduced","none","41","46","43"
"male","group C","some high school","standard","completed","83","75","76"
"female","group C","associate's degree","free/reduced","none","47","75","71"
"male","group B","some high school","standard","completed","50","48","51"
"female","group E","some college","standard","completed","61","65","66"
"male","group D","high school","free/reduced","completed","69","69","66"
"male","group A","some college","standard","none","77","83","74"
"female","group D","bachelor's degree","standard","completed","61","71","77"
"male","group D","some high school","free/reduced","completed","52","61","60"
"female","group C","high school","standard","none","65","78","69"
"male","group A","some high school","free/reduced","none","44","43","36"
"female","group C","bachelor's degree","standard","completed","76","76","80"
"male","group C","high school","standard","none","84","81","78"
"male","group E","some college","standard","none","97","93","81"
"female","group D","bachelor's degree","standard","none","86","99","95"
"female","group B","associate's degree","free/reduced","completed","48","68","65"
"female","group C","master's degree","free/reduced","completed","53","66","72"
"female","group D","high school","standard","none","70","76","72"
"male","group B","some college","free/reduced","none","71","67","62"
"male","group B","some high school","standard","none","71","74","65"
"female","group B","bachelor's degree","free/reduced","completed","71","72","75"
"male","group C","bachelor's degree","standard","completed","86","86","88"
"male","group D","associate's degree","standard","none","83","70","74"
"male","group D","some high school","free/reduced","none","62","59","55"
"female","group C","high school","standard","none","80","84","83"
"female","group C","some high school","standard","none","57","65","59"
"male","group C","bachelor's degree","standard","none","60","54","60"
"female","group C","bachelor's degree","standard","none","61","81","77"
"female","group A","some college","standard","none","63","77","76"
"female","group D","some college","standard","completed","70","85","93"
"female","group E","high school","free/reduced","none","55","58","58"
"male","group B","master's degree","free/reduced","none","85","79","80"
"female","group E","bachelor's degree","free/reduced","none","47","55","55"
"male","group B","associate's degree","standard","completed","65","64","61"
"male","group C","high school","standard","completed","82","76","73"
"female","group C","bachelor's degree","free/reduced","completed","66","83","78"
"male","group B","associate's degree","standard","none","75","78","68"
"male","group D","high school","standard","completed","59","63","57"
